B,gamma_min,gamma_max,alpha,delta,chi_squared
0.5,2640.0,10000.0,2.0,8.0,0.0120853997770275
0.5,2640.0,12300.0,2.0,3.0,0.1462070348209147
0.5,2640.0,12300.0,2.0,3.56,0.0909474783612117
0.5,2640.0,12300.0,2.0,4.11,0.0550286659596855
0.5,2640.0,12300.0,2.0,4.67,0.0309431933917618
0.5,2640.0,12300.0,2.0,5.22,0.0158658991829543
0.5,2640.0,12300.0,2.0,5.78,0.0068768901307177
0.5,2640.0,12300.0,2.0,6.33,0.0029001841329397
0.5,2640.0,12300.0,2.0,6.89,0.0027564368299632
0.5,2640.0,12300.0,2.0,7.44,0.0057070844033056
0.5,2640.0,12300.0,2.0,8.0,0.0114423028638923
0.5,2640.0,15100.0,2.0,3.0,0.1398907246156736
0.5,2640.0,15100.0,2.0,3.56,0.0864867821290886
0.5,2640.0,15100.0,2.0,4.11,0.0518433772334219
0.5,2640.0,15100.0,2.0,4.67,0.0286927292253339
0.5,2640.0,15100.0,2.0,5.22,0.014288270744783
0.5,2640.0,15100.0,2.0,5.78,0.0057716799705423
0.5,2640.0,15100.0,2.0,6.33,0.0020529222514774
0.5,2640.0,15100.0,2.0,6.89,0.0020485854582306
0.5,2640.0,15100.0,2.0,7.44,0.0052512627926553
0.5,2640.0,15100.0,2.0,8.0,0.0114369187784839
0.5,2640.0,18500.0,2.0,3.0,0.1351293719368006
0.5,2640.0,18500.0,2.0,3.56,0.0831989472735156
0.5,2640.0,18500.0,2.0,4.11,0.0495509551707617
0.5,2640.0,18500.0,2.0,4.67,0.027114867724308
0.5,2640.0,18500.0,2.0,5.22,0.0132116042101957
0.5,2640.0,18500.0,2.0,5.78,0.0050486875662337
0.5,2640.0,18500.0,2.0,6.33,0.0015004632360227
0.5,2640.0,18500.0,2.0,6.89,0.0017729845178712
0.5,2640.0,18500.0,2.0,7.44,0.0055594070670049
0.5,2640.0,18500.0,2.0,8.0,0.0126235182175909
0.5,2640.0,22700.0,2.0,3.0,0.1315679762747423
0.5,2640.0,22700.0,2.0,3.56,0.0808144969445452
0.5,2640.0,22700.0,2.0,4.11,0.0479436374339977
0.5,2640.0,22700.0,2.0,4.67,0.0260495845946204
0.5,2640.0,22700.0,2.0,5.22,0.0125124115631589
0.5,2640.0,22700.0,2.0,5.78,0.0046019965576305
0.5,2640.0,22700.0,2.0,6.33,0.0013845828608838
0.5,2640.0,22700.0,2.0,6.89,0.0023097453310561
0.5,2640.0,22700.0,2.0,7.44,0.0070649275271343
0.5,2640.0,22700.0,2.0,8.0,0.0150802685695608
0.5,2640.0,27800.0,2.0,3.0,0.1290494915671461
0.5,2640.0,27800.0,2.0,3.56,0.0792058491682815
0.5,2640.0,27800.0,2.0,4.11,0.0469172755755265
0.5,2640.0,27800.0,2.0,4.67,0.025412656895704
0.5,2640.0,27800.0,2.0,5.22,0.0121232102749331
0.5,2640.0,27800.0,2.0,5.78,0.0045490599017976
0.5,2640.0,27800.0,2.0,6.33,0.0019875574366199
0.5,2640.0,27800.0,2.0,6.89,0.0039485988404379
0.5,2640.0,27800.0,2.0,7.44,0.0096967553181271
0.5,2640.0,27800.0,2.0,8.0,0.0186715409490238
0.5,2640.0,34100.0,2.0,3.0,0.1273524291197393
0.5,2640.0,34100.0,2.0,3.56,0.0782088387558543
0.5,2640.0,34100.0,2.0,4.11,0.046348605957579
0.5,2640.0,34100.0,2.0,4.67,0.0251121037888475
0.5,2640.0,34100.0,2.0,5.22,0.0120681264165018
0.5,2640.0,34100.0,2.0,5.78,0.0050865020759068
0.5,2640.0,34100.0,2.0,6.33,0.0036023454407085
0.5,2640.0,34100.0,2.0,6.89,0.006611604417569
0.5,2640.0,34100.0,2.0,7.44,0.0133660095251649
0.5,2640.0,34100.0,2.0,8.0,0.0233071458517464
0.5,2640.0,41900.0,2.0,3.0,0.1263501273878098
0.5,2640.0,41900.0,2.0,3.56,0.0777269578706335
0.5,2640.0,41900.0,2.0,4.11,0.0461635061149067
0.5,2640.0,41900.0,2.0,4.67,0.0251057614188479
0.5,2640.0,41900.0,2.0,5.22,0.0125087955645158
0.5,2640.0,41900.0,2.0,5.78,0.006517159653962
0.5,2640.0,41900.0,2.0,6.33,0.0060818508848789
0.5,2640.0,41900.0,2.0,6.89,0.0101772710747265
0.5,2640.0,41900.0,2.0,7.44,0.0179412595142714
0.5,2640.0,41900.0,2.0,8.0,0.0288492157345869
0.5,2640.0,51400.0,2.0,3.0,0.1259398869301269
0.5,2640.0,51400.0,2.0,3.56,0.0776781666420518
0.5,2640.0,51400.0,2.0,4.11,0.0462967645114431
0.5,2640.0,51400.0,2.0,4.67,0.0255258802719787
0.5,2640.0,51400.0,2.0,5.22,0.0136222370379114
0.5,2640.0,51400.0,2.0,5.78,0.0086526059432139
0.5,2640.0,51400.0,2.0,6.33,0.0092738073566323
0.5,2640.0,51400.0,2.0,6.89,0.0144323716172663
0.5,2640.0,51400.0,2.0,7.44,0.0231857769676366
0.5,2640.0,51400.0,2.0,8.0,0.0350388806874492
0.5,2640.0,63100.0,2.0,3.0,0.1260138950278532
0.5,2640.0,63100.0,2.0,3.56,0.0779846363699535
0.5,2640.0,63100.0,2.0,4.11,0.0467163460785157
0.5,2640.0,63100.0,2.0,4.67,0.0263690691845394
0.5,2640.0,63100.0,2.0,5.22,0.0153986693127175
0.5,2640.0,63100.0,2.0,5.78,0.0114245121985237
0.5,2640.0,63100.0,2.0,6.33,0.0130554594104121
0.5,2640.0,63100.0,2.0,6.89,0.0192735232927782
0.5,2640.0,63100.0,2.0,7.44,0.0290005532844447
0.5,2640.0,63100.0,2.0,8.0,0.0417778503448445
0.5,3370.0,10000.0,2.0,3.0,0.1433761358439938
0.5,3370.0,10000.0,2.0,3.56,0.0883774424124264
0.5,3370.0,10000.0,2.0,4.11,0.0527740756906048
0.5,3370.0,10000.0,2.0,4.67,0.0290196474701791
0.5,3370.0,10000.0,2.0,5.22,0.0142576642099032
0.5,3370.0,10000.0,2.0,5.78,0.0055286541085209
0.5,3370.0,10000.0,2.0,6.33,0.0015599396138979
0.5,3370.0,10000.0,2.0,6.89,0.0012330365839062
0.5,3370.0,10000.0,2.0,7.44,0.0038358195273401
0.5,3370.0,10000.0,2.0,8.0,0.0088927594140303
0.5,3370.0,12300.0,2.0,3.0,0.1373600227647607
0.5,3370.0,12300.0,2.0,3.56,0.0842736473934435
0.5,3370.0,12300.0,2.0,4.11,0.0499584618257897
0.5,3370.0,12300.0,2.0,4.67,0.0271273141146299
0.5,3370.0,12300.0,2.0,5.22,0.0130127175726825
0.5,3370.0,12300.0,2.0,5.78,0.0047543533698192
0.5,3370.0,12300.0,2.0,6.33,0.0010894251826962
0.5,3370.0,12300.0,2.0,6.89,0.000906892154762
0.5,3370.0,12300.0,2.0,7.44,0.0035497552235269
0.5,3370.0,12300.0,2.0,8.0,0.0087112405186468
0.5,3370.0,15100.0,2.0,3.0,0.1328686197145418
0.5,3370.0,15100.0,2.0,3.56,0.081298081678255
0.5,3370.0,15100.0,2.0,4.11,0.0479850298336716
0.5,3370.0,15100.0,2.0,4.67,0.0258554352047038
0.5,3370.0,15100.0,2.0,5.22,0.0122179037715686
0.5,3370.0,15100.0,2.0,5.78,0.0042921425444386
0.5,3370.0,15100.0,2.0,6.33,0.0008415899696813
0.5,3370.0,15100.0,2.0,6.89,0.0007375336763121
0.5,3370.0,15100.0,2.0,7.44,0.0035713001161836
0.5,3370.0,15100.0,2.0,8.0,0.0093254417290596
0.5,3370.0,18500.0,2.0,3.0,0.1296148758286653
0.5,3370.0,18500.0,2.0,3.56,0.0792323396175507
0.5,3370.0,18500.0,2.0,4.11,0.0466852093226598
0.5,3370.0,18500.0,2.0,4.67,0.0250743094828528
0.5,3370.0,18500.0,2.0,5.22,0.0117735873883981
0.5,3370.0,18500.0,2.0,5.78,0.0040669118299975
0.5,3370.0,18500.0,2.0,6.33,0.0007509607177347
0.5,3370.0,18500.0,2.0,6.89,0.0009642461178091
0.5,3370.0,18500.0,2.0,7.44,0.0045074616145607
0.5,3370.0,18500.0,2.0,8.0,0.0112293888967192
0.5,3370.0,22700.0,2.0,3.0,0.127334325915462
0.5,3370.0,22700.0,2.0,3.56,0.0778832074314508
0.5,3370.0,22700.0,2.0,4.11,0.0459158721077519
0.5,3370.0,22700.0,2.0,4.67,0.0246785488272051
0.5,3370.0,22700.0,2.0,5.22,0.011602490921111
0.5,3370.0,22700.0,2.0,5.78,0.0040274281643652
0.5,3370.0,22700.0,2.0,6.33,0.0010788726726361
0.5,3370.0,22700.0,2.0,6.89,0.0021197660839349
0.5,3370.0,22700.0,2.0,7.44,0.0066841628846339
0.5,3370.0,22700.0,2.0,8.0,0.0144146841896096
0.5,3370.0,27800.0,2.0,3.0,0.12589728099226
0.5,3370.0,27800.0,2.0,3.56,0.0771471779504781
0.5,3370.0,27800.0,2.0,4.11,0.045594240836226
0.5,3370.0,27800.0,2.0,4.67,0.0246029669002683
0.5,3370.0,27800.0,2.0,5.22,0.0116541980560494
0.5,3370.0,27800.0,2.0,5.78,0.0043974571943762
0.5,3370.0,27800.0,2.0,6.33,0.0022235704877808
0.5,3370.0,27800.0,2.0,6.89,0.0043791073679609
0.5,3370.0,27800.0,2.0,7.44,0.0099366510021077
0.5,3370.0,27800.0,2.0,8.0,0.0186848671729108
0.5,3370.0,34100.0,2.0,3.0,0.125139122595358
0.5,3370.0,34100.0,2.0,3.56,0.076907314703278
0.5,3370.0,34100.0,2.0,4.11,0.045636508344049
0.5,3370.0,34100.0,2.0,4.67,0.0247883975554625
0.5,3370.0,34100.0,2.0,5.22,0.0120560808316502
0.5,3370.0,34100.0,2.0,5.78,0.0054571532920857
0.5,3370.0,34100.0,2.0,6.33,0.0043786715954265
0.5,3370.0,34100.0,2.0,6.89,0.0075655788445792
0.5,3370.0,34100.0,2.0,7.44,0.0141766433231444
0.5,3370.0,34100.0,2.0,8.0,0.0239513867130481
0.5,3370.0,41900.0,2.0,3.0,0.1249598511461458
0.5,3370.0,41900.0,2.0,3.56,0.0770894779768758
0.5,3370.0,41900.0,2.0,4.11,0.045987465503812
0.5,3370.0,41900.0,2.0,4.67,0.025246868495771
0.5,3370.0,41900.0,2.0,5.22,0.0129776297071595
0.5,3370.0,41900.0,2.0,5.78,0.0074288346432246
0.5,3370.0,41900.0,2.0,6.33,0.0073333741927542
0.5,3370.0,41900.0,2.0,6.89,0.0116101109491698
0.5,3370.0,41900.0,2.0,7.44,0.0192678007349263
0.5,3370.0,41900.0,2.0,8.0,0.0300732569936805
0.5,3370.0,51400.0,2.0,3.0,0.1252662136671845
0.5,3370.0,51400.0,2.0,3.56,0.0776197717453167
0.5,3370.0,51400.0,2.0,4.11,0.0465890081722915
0.5,3370.0,51400.0,2.0,4.67,0.0261257158872542
0.5,3370.0,51400.0,2.0,5.22,0.0146353474274779
0.5,3370.0,51400.0,2.0,5.78,0.0100481337915558
0.5,3370.0,51400.0,2.0,6.33,0.0109771406795688
0.5,3370.0,51400.0,2.0,6.89,0.0162692826681236
0.5,3370.0,51400.0,2.0,7.44,0.0249717124718095
0.5,3370.0,51400.0,2.0,8.0,0.0367898311604423
0.5,3370.0,63100.0,2.0,3.0,0.1259773032396971
0.5,3370.0,63100.0,2.0,3.56,0.0784423630995583
0.5,3370.0,63100.0,2.0,4.11,0.0474754847951414
0.5,3370.0,63100.0,2.0,4.67,0.0274615911157347
0.5,3370.0,63100.0,2.0,5.22,0.0169018117351682
0.5,3370.0,63100.0,2.0,5.78,0.0132756463480598
0.5,3370.0,63100.0,2.0,6.33,0.0151643140441315
0.5,3370.0,63100.0,2.0,6.89,0.0214864722422715
0.5,3370.0,63100.0,2.0,7.44,0.0312170672311157
0.5,3370.0,63100.0,2.0,8.0,0.0440249376056578
0.5,4300.0,10000.0,2.0,3.0,0.1367692737775085
0.5,4300.0,10000.0,2.0,3.56,0.0835165803793169
0.5,4300.0,10000.0,2.0,4.11,0.0491981573020628
0.5,4300.0,10000.0,2.0,4.67,0.0264487794799397
0.5,4300.0,10000.0,2.0,5.22,0.0124570931207609
0.5,4300.0,10000.0,2.0,5.78,0.0043449676325239
0.5,4300.0,10000.0,2.0,6.33,0.0008245584525171
0.5,4300.0,10000.0,2.0,6.89,0.0006821927315774
0.5,4300.0,10000.0,2.0,7.44,0.0032573944175259
0.5,4300.0,10000.0,2.0,8.0,0.0081351645375512
0.5,4300.0,12300.0,2.0,3.0,0.1322620722363572
0.5,4300.0,12300.0,2.0,3.56,0.0806197087481235
0.5,4300.0,12300.0,2.0,4.11,0.0473495337782281
0.5,4300.0,12300.0,2.0,4.67,0.0253205606628247
0.5,4300.0,12300.0,2.0,5.22,0.0118077141638228
0.5,4300.0,12300.0,2.0,5.78,0.0040192377209911
0.5,4300.0,12300.0,2.0,6.33,0.0007027843875468
0.5,4300.0,12300.0,2.0,6.89,0.0006617259712315
0.5,4300.0,12300.0,2.0,7.44,0.0032254267219127
0.5,4300.0,12300.0,2.0,8.0,0.0081874447848297
0.5,4300.0,15100.0,2.0,3.0,0.129002248049089
0.5,4300.0,15100.0,2.0,3.56,0.0786259801573142
0.5,4300.0,15100.0,2.0,4.11,0.0461595872245337
0.5,4300.0,15100.0,2.0,4.67,0.0246644359789192
0.5,4300.0,15100.0,2.0,5.22,0.0114892466188216
0.5,4300.0,15100.0,2.0,5.78,0.003911699380847
0.5,4300.0,15100.0,2.0,6.33,0.0007106232247486
0.5,4300.0,15100.0,2.0,6.89,0.0007261740945185
0.5,4300.0,15100.0,2.0,7.44,0.0035514626663481
0.5,4300.0,15100.0,2.0,8.0,0.0092207308094878
0.5,4300.0,18500.0,2.0,3.0,0.1267656695248683
0.5,4300.0,18500.0,2.0,3.56,0.0773693042068327
0.5,4300.0,18500.0,2.0,4.11,0.0455035434520154
0.5,4300.0,18500.0,2.0,4.67,0.0243872677529482
0.5,4300.0,18500.0,2.0,5.22,0.0114326134999887
0.5,4300.0,18500.0,2.0,5.78,0.0039725855452301
0.5,4300.0,18500.0,2.0,6.33,0.0008343238788065
0.5,4300.0,18500.0,2.0,6.89,0.0012620324843028
0.5,4300.0,18500.0,2.0,7.44,0.0049126028897328
0.5,4300.0,18500.0,2.0,8.0,0.0115721512284341
0.5,4300.0,22700.0,2.0,3.0,0.1253495275042108
0.5,4300.0,22700.0,2.0,3.56,0.0767069492748065
0.5,4300.0,22700.0,2.0,4.11,0.0452798413506192
0.5,4300.0,22700.0,2.0,4.67,0.0244176860283734
0.5,4300.0,22700.0,2.0,5.22,0.0115882872299134
0.5,4300.0,22700.0,2.0,5.78,0.0041904289329831
0.5,4300.0,22700.0,2.0,6.33,0.0014726430836011
0.5,4300.0,22700.0,2.0,6.89,0.0027994176783942
0.5,4300.0,22700.0,2.0,7.44,0.0075277914263062
0.5,4300.0,22700.0,2.0,8.0,0.0151805487910681
0.5,4300.0,27800.0,2.0,3.0,0.1246429005320297
0.5,4300.0,27800.0,2.0,3.56,0.0765512725828755
0.5,4300.0,27800.0,2.0,4.11,0.0454192499786986
0.5,4300.0,27800.0,2.0,4.67,0.0247020922562136
0.5,4300.0,27800.0,2.0,5.22,0.0119199382298172
0.5,4300.0,27800.0,2.0,5.78,0.0048769807074514
0.5,4300.0,27800.0,2.0,6.33,0.0029980115892527
0.5,4300.0,27800.0,2.0,6.89,0.0054321655463274
0.5,4300.0,27800.0,2.0,7.44,0.0111484854377717
0.5,4300.0,27800.0,2.0,8.0,0.0198291297539953
0.5,4300.0,34100.0,2.0,3.0,0.1245197269189572
0.5,4300.0,34100.0,2.0,3.56,0.0768165757795769
0.5,4300.0,34100.0,2.0,4.11,0.045863385316189
0.5,4300.0,34100.0,2.0,4.67,0.0252018279816433
0.5,4300.0,34100.0,2.0,5.22,0.0126479116737403
0.5,4300.0,34100.0,2.0,5.78,0.0063316635008013
0.5,4300.0,34100.0,2.0,6.33,0.0055342324701912
0.5,4300.0,34100.0,2.0,6.89,0.0089479893713634
0.5,4300.0,34100.0,2.0,7.44,0.0157179672574596
0.5,4300.0,34100.0,2.0,8.0,0.0254376248055521
0.5,4300.0,41900.0,2.0,3.0,0.1248981042054981
0.5,4300.0,41900.0,2.0,3.56,0.0774434732811275
0.5,4300.0,41900.0,2.0,4.11,0.0465691415648653
0.5,4300.0,41900.0,2.0,4.67,0.0259911991903002
0.5,4300.0,41900.0,2.0,5.22,0.0139431570253254
0.5,4300.0,41900.0,2.0,5.78,0.0086906905551275
0.5,4300.0,41900.0,2.0,6.33,0.0088277547803334
0.5,4300.0,41900.0,2.0,6.89,0.0133125276884679
0.5,4300.0,41900.0,2.0,7.44,0.0210866007486775
0.5,4300.0,41900.0,2.0,8.0,0.0318663961037286
0.5,4300.0,51400.0,2.0,3.0,0.1256911474194759
0.5,4300.0,51400.0,2.0,3.56,0.0783632812542244
0.5,4300.0,51400.0,2.0,4.11,0.0474835430519045
0.5,4300.0,51400.0,2.0,4.67,0.0271846339972057
0.5,4300.0,51400.0,2.0,5.22,0.0159904634814463
0.5,4300.0,51400.0,2.0,5.78,0.0116477455738415
0.5,4300.0,51400.0,2.0,6.33,0.0127959815656749
0.5,4300.0,51400.0,2.0,6.89,0.0182550810914644
0.5,4300.0,51400.0,2.0,7.44,0.0270449381545574
0.5,4300.0,51400.0,2.0,8.0,0.0388666508781003
0.5,4300.0,63100.0,2.0,3.0,0.1268361277382629
0.5,4300.0,63100.0,2.0,3.56,0.0795346915120266
0.5,4300.0,63100.0,2.0,4.11,0.0487070712813584
0.5,4300.0,63100.0,2.0,4.67,0.0289054600430812
0.5,4300.0,63100.0,2.0,5.22,0.0185953552078877
0.5,4300.0,63100.0,2.0,5.78,0.0152059841240886
0.5,4300.0,63100.0,2.0,6.33,0.0172775744451483
0.5,4300.0,63100.0,2.0,6.89,0.0237423346011476
0.5,4300.0,63100.0,2.0,7.44,0.0335301378504287
0.5,4300.0,63100.0,2.0,8.0,0.0463840499737794
0.5,5480.0,10000.0,2.0,3.0,0.128705189766282
0.5,5480.0,10000.0,2.0,3.56,0.078049657147043
0.5,5480.0,10000.0,2.0,4.11,0.0455924014852438
0.5,5480.0,10000.0,2.0,4.67,0.0242465749794104
0.5,5480.0,10000.0,2.0,5.22,0.0112780086419915
0.5,5480.0,10000.0,2.0,5.78,0.0039307387073516
0.5,5480.0,10000.0,2.0,6.33,0.0009512472510772
0.5,5480.0,10000.0,2.0,6.89,0.0011647412464581
0.5,5480.0,10000.0,2.0,7.44,0.0038120096575147
0.5,5480.0,10000.0,2.0,8.0,0.0084611022007827
0.5,5480.0,12300.0,2.0,3.0,0.1263687716748139
0.5,5480.0,12300.0,2.0,3.56,0.0768356213744041
0.5,5480.0,12300.0,2.0,4.11,0.0450466884874205
0.5,5480.0,12300.0,2.0,4.67,0.0241075387893754
0.5,5480.0,12300.0,2.0,5.22,0.0113637307838924
0.5,5480.0,12300.0,2.0,5.78,0.0041246465909091
0.5,5480.0,12300.0,2.0,6.33,0.0011705968148407
0.5,5480.0,12300.0,2.0,6.89,0.0013519260257397
0.5,5480.0,12300.0,2.0,7.44,0.0039431657077201
0.5,5480.0,12300.0,2.0,8.0,0.0089042307122773
0.5,5480.0,15100.0,2.0,3.0,0.1248889532687924
0.5,5480.0,15100.0,2.0,3.56,0.0762206828089897
0.5,5480.0,15100.0,2.0,4.11,0.0449227010314792
0.5,5480.0,15100.0,2.0,4.67,0.024258600225678
0.5,5480.0,15100.0,2.0,5.22,0.0116425089214482
0.5,5480.0,15100.0,2.0,5.78,0.004435956100183
0.5,5480.0,15100.0,2.0,6.33,0.0014492258294221
0.5,5480.0,15100.0,2.0,6.89,0.0016179915037511
0.5,5480.0,15100.0,2.0,7.44,0.0047605652959041
0.5,5480.0,15100.0,2.0,8.0,0.0105983759876878
0.5,5480.0,18500.0,2.0,3.0,0.1241287535902769
0.5,5480.0,18500.0,2.0,3.56,0.0761079211263712
0.5,5480.0,18500.0,2.0,4.11,0.0451509848312896
0.5,5480.0,18500.0,2.0,4.67,0.0246506705157578
0.5,5480.0,18500.0,2.0,5.22,0.0120803184470765
0.5,5480.0,18500.0,2.0,5.78,0.0048424567655903
0.5,5480.0,18500.0,2.0,6.33,0.0018777240991331
0.5,5480.0,18500.0,2.0,6.89,0.0026927171580858
0.5,5480.0,18500.0,2.0,7.44,0.0067170314283844
0.5,5480.0,18500.0,2.0,8.0,0.0136222134332441
0.5,5480.0,22700.0,2.0,3.0,0.1239724256412249
0.5,5480.0,22700.0,2.0,3.56,0.0764231302214598
0.5,5480.0,22700.0,2.0,4.11,0.0456841548292158
0.5,5480.0,22700.0,2.0,4.67,0.0252547967611353
0.5,5480.0,22700.0,2.0,5.22,0.0126605967908296
0.5,5480.0,22700.0,2.0,5.78,0.0054452979511938
0.5,5480.0,22700.0,2.0,6.33,0.0030887164441205
0.5,5480.0,22700.0,2.0,6.89,0.0048385748380894
0.5,5480.0,22700.0,2.0,7.44,0.0099432939400495
0.5,5480.0,22700.0,2.0,8.0,0.0178236788567854
0.5,5480.0,27800.0,2.0,3.0,0.1243347120072532
0.5,5480.0,27800.0,2.0,3.56,0.0770991749507174
0.5,5480.0,27800.0,2.0,4.11,0.0464695546584879
0.5,5480.0,27800.0,2.0,4.67,0.0260307902467558
0.5,5480.0,27800.0,2.0,5.22,0.0134141055275416
0.5,5480.0,27800.0,2.0,5.78,0.0066874628718115
0.5,5480.0,27800.0,2.0,6.33,0.0052446242161955
0.5,5480.0,27800.0,2.0,6.89,0.0080675817442516
0.5,5480.0,27800.0,2.0,7.44,0.0140803268570862
0.5,5480.0,27800.0,2.0,8.0,0.0229784535867843
0.5,5480.0,34100.0,2.0,3.0,0.1251447256264535
0.5,5480.0,34100.0,2.0,3.56,0.078093517027185
0.5,5480.0,34100.0,2.0,4.11,0.0474826331688082
0.5,5480.0,34100.0,2.0,4.67,0.026973718857469
0.5,5480.0,34100.0,2.0,5.22,0.0146579014477801
0.5,5480.0,34100.0,2.0,5.78,0.0087880847588824
0.5,5480.0,34100.0,2.0,6.33,0.0083773966097357
0.5,5480.0,34100.0,2.0,6.89,0.0121044211893605
0.5,5480.0,34100.0,2.0,7.44,0.0191497673066399
0.5,5480.0,34100.0,2.0,8.0,0.0290416927688544
0.5,5480.0,41900.0,2.0,3.0,0.1263463001363271
0.5,5480.0,41900.0,2.0,3.56,0.0793669083516959
0.5,5480.0,41900.0,2.0,4.11,0.0486960938394282
0.5,5480.0,41900.0,2.0,4.67,0.02828844513489
0.5,5480.0,41900.0,2.0,5.22,0.0165931746044895
0.5,5480.0,41900.0,2.0,5.78,0.0117459239379794
0.5,5480.0,41900.0,2.0,6.33,0.0122029401546937
0.5,5480.0,41900.0,2.0,6.89,0.0169868780214908
0.5,5480.0,41900.0,2.0,7.44,0.0249748330709269
0.5,5480.0,41900.0,2.0,8.0,0.0358752067678991
0.5,5480.0,51400.0,2.0,3.0,0.1278611744361703
0.5,5480.0,51400.0,2.0,3.56,0.0808571783754003
0.5,5480.0,51400.0,2.0,4.11,0.050097975888378
0.5,5480.0,51400.0,2.0,4.67,0.0300114555138895
0.5,5480.0,51400.0,2.0,5.22,0.0192418137700633
0.5,5480.0,51400.0,2.0,5.78,0.0152319289413292
0.5,5480.0,51400.0,2.0,6.33,0.0166899005730893
0.5,5480.0,51400.0,2.0,6.89,0.0223826865165516
0.5,5480.0,51400.0,2.0,7.44,0.0313537625032746
0.5,5480.0,51400.0,2.0,8.0,0.0432518751017319
0.5,5480.0,63100.0,2.0,3.0,0.1296529002586411
0.5,5480.0,63100.0,2.0,3.56,0.0825433533706406
0.5,5480.0,63100.0,2.0,4.11,0.0518339310161083
0.5,5480.0,63100.0,2.0,4.67,0.032350765351899
0.5,5480.0,63100.0,2.0,5.22,0.0223667226248843
0.5,5480.0,63100.0,2.0,5.78,0.0193138113589258
0.5,5480.0,63100.0,2.0,6.33,0.0216267292998667
0.5,5480.0,63100.0,2.0,6.89,0.0283064320451925
0.5,5480.0,63100.0,2.0,7.44,0.0382282472454847
0.5,5480.0,63100.0,2.0,8.0,0.051163508656549
0.5,6990.0,10000.0,2.0,3.0,0.1251314427342235
0.5,6990.0,10000.0,2.0,3.56,0.0761075767327591
0.5,6990.0,10000.0,2.0,4.11,0.0447493007338008
0.5,6990.0,10000.0,2.0,4.67,0.0241646148581981
0.5,6990.0,10000.0,2.0,5.22,0.0116881515311409
0.5,6990.0,10000.0,2.0,5.78,0.0046457427181102
0.5,6990.0,10000.0,2.0,6.33,0.0018197813012025
0.5,6990.0,10000.0,2.0,6.89,0.0020730256050888
0.5,6990.0,10000.0,2.0,7.44,0.0046701242709317
0.5,6990.0,10000.0,2.0,8.0,0.0091744969754156
0.5,6990.0,12300.0,2.0,3.0,0.1240853727187623
0.5,6990.0,12300.0,2.0,3.56,0.0758543243109295
0.5,6990.0,12300.0,2.0,4.11,0.0449168992890302
0.5,6990.0,12300.0,2.0,4.67,0.0245419590964293
0.5,6990.0,12300.0,2.0,5.22,0.012136511817094
0.5,6990.0,12300.0,2.0,5.78,0.0050767716070761
0.5,6990.0,12300.0,2.0,6.33,0.0021762177730786
0.5,6990.0,12300.0,2.0,6.89,0.0023144384424542
0.5,6990.0,12300.0,2.0,7.44,0.004880313516666
0.5,6990.0,12300.0,2.0,8.0,0.010035655089637
0.5,6990.0,15100.0,2.0,3.0,0.1236745757961021
0.5,6990.0,15100.0,2.0,3.56,0.0760371277733599
0.5,6990.0,15100.0,2.0,4.11,0.0453863528669234
0.5,6990.0,15100.0,2.0,4.67,0.0251234276741641
0.5,6990.0,15100.0,2.0,5.22,0.0127180952980624
0.5,6990.0,15100.0,2.0,5.78,0.0055864235414702
0.5,6990.0,15100.0,2.0,6.33,0.0025697325351314
0.5,6990.0,15100.0,2.0,6.89,0.0027945485114929
0.5,6990.0,15100.0,2.0,7.44,0.0061466847113119
0.5,6990.0,15100.0,2.0,8.0,0.0121687668272525
0.5,6990.0,18500.0,2.0,3.0,0.1238093896228635
0.5,6990.0,18500.0,2.0,3.56,0.0765945948580688
0.5,6990.0,18500.0,2.0,4.11,0.0461151135221469
0.5,6990.0,18500.0,2.0,4.67,0.0258801489917897
0.5,6990.0,18500.0,2.0,5.22,0.0134139874705821
0.5,6990.0,18500.0,2.0,5.78,0.0061635289494277
0.5,6990.0,18500.0,2.0,6.33,0.0032783245781226
0.5,6990.0,18500.0,2.0,6.89,0.0043083875097388
0.5,6990.0,18500.0,2.0,7.44,0.0085518487977441
0.5,6990.0,18500.0,2.0,8.0,0.0156535794909824
0.5,6990.0,22700.0,2.0,3.0,0.124423521097561
0.5,6990.0,22700.0,2.0,3.56,0.0774896055499367
0.5,6990.0,22700.0,2.0,4.11,0.04708372479901
0.5,6990.0,22700.0,2.0,4.67,0.0268039059844489
0.5,6990.0,22700.0,2.0,5.22,0.014222808872047
0.5,6990.0,22700.0,2.0,5.78,0.0070670692089227
0.5,6990.0,22700.0,2.0,6.33,0.0049229069510977
0.5,6990.0,22700.0,2.0,6.89,0.0069260061128861
0.5,6990.0,22700.0,2.0,7.44,0.012224081151057
0.5,6990.0,22700.0,2.0,8.0,0.0202443486088381
0.5,6990.0,27800.0,2.0,3.0,0.1254450472927752
0.5,6990.0,27800.0,2.0,3.56,0.0786649234405886
0.5,6990.0,27800.0,2.0,4.11,0.0482469637089858
0.5,6990.0,27800.0,2.0,4.67,0.0278600677930841
0.5,6990.0,27800.0,2.0,5.22,0.0152758214155328
0.5,6990.0,27800.0,2.0,5.78,0.0087340315959988
0.5,6990.0,27800.0,2.0,6.33,0.0075545908105366
0.5,6990.0,27800.0,2.0,6.89,0.0105723976173486
0.5,6990.0,27800.0,2.0,7.44,0.0167295110622567
0.5,6990.0,27800.0,2.0,8.0,0.0257644199146919
